names,B_A,C_A,D_A,E_A,C_B,D_C,E_D
ADPRS,0.908229327,0.934318486,0.771637545,0.950026667,0.884097571,0.930897513,0.860433616
ADRA2B,0.049155659,0.04875357,0.016706568,0.137888194,1,0.926905875,0.000224201
ADRB1,0.003533427,0.027209833,0.072895374,0.655565421,0,0,0
ADRB2,0.010568095,1.10E-05,0.005705863,0.178183134,0.080155464,0.422672315,0.233588794
ADRM1,8.70E-101,1.50E-69,4.76E-54,6.91E-26,0.001032902,0.352054007,4.22E-06
ADSL,1.69E-42,1.91E-46,1.87E-47,1.86E-16,0.663504782,0.974573348,5.34E-09
ADSS1,1.23E-07,2.19E-07,0.033762765,0.960861967,0.954326202,0.084081212,0.059089368
ADSS2,2.51E-11,1.47E-11,1.92E-10,0.009698391,0.966548283,0.936935556,0.000635933
ADTRP,0.782121672,0.013976886,0.030497312,0.569132122,0.066089159,0.950912228,0.177552284
AEBP1,4.14E-07,0.003145961,0.153196249,0.043326691,0.084868339,0.58313569,0.656609707
AEBP2,2.44E-23,2.48E-15,1.32E-22,0.013020205,0.100035568,0.458858511,6.02E-12
AEN,9.43E-06,0.016744483,0.001205556,0.000211252,0.097329935,0.819205815,0.733555085
AFAP1,7.52E-07,0.019620807,0.00433503,0.005406262,0.027432583,0.910161716,4.27E-08
AFAP1.AS1,0.069999716,0.098114479,0.010766273,0.25517995,0,0,0
AFAP1L1,0.006994455,0.650780017,0.078540289,0.14706451,0.052452197,0.650048795,0.002043812
AFAP1L2,0.025302928,0.164691305,0.001125332,1.48E-07,0.000726308,0.442973881,0.079516158
AFDN,8.94E-09,1.29E-12,9.70E-15,5.39E-20,0.301557362,0.872531927,0.234538369
AFF1,1.44E-33,3.84E-19,4.76E-18,0.017858915,0.007253944,0.953571319,4.32E-09
AFF2,0.498124457,6.39E-06,0.000115364,1.80E-06,0.000605684,0.867237065,0.465871097
AFF3,1.51E-20,6.08E-11,4.99E-08,2.10E-12,0.017608119,0.750796673,0.19009383
AFF4,1.35E-36,1.82E-32,3.33E-42,6.19E-33,0.583958118,0.504005318,0.175847088
AFG1L,0.625465235,0.397816198,0.30615866,0.467913723,0.242165587,0.972422856,0.097654998
AFG3L1P,0.003543167,0.002473885,0.277674376,0.010209781,0.9516404,0.412477406,0.000409944
AFG3L2,5.95E-47,2.25E-54,3.59E-34,9.72E-06,0.395143321,0.057304037,1.17E-13
AFMID,7.73E-20,1.08E-43,1.72E-44,3.93E-43,6.45E-09,0.973417728,0.844273832
AFTPH,0.013493491,0.878076114,0.712461601,0.064249051,0.044559891,0.963442596,0.203181626
AFTPH.DT,3.05E-10,0.001261112,8.71E-06,0.120427668,0.000847931,0.607448701,0.00242735
AGA,0.180758422,0.049742847,0.407243041,0.002928665,0.002057665,0.726979292,0.058104108
AGAP1,0.005046865,0.125288418,0.194297333,0.601248752,0.3172208,0.961896719,0.54001016
AGAP12P,0.001394076,7.70E-07,8.84E-09,1.09E-06,0.146833407,0.815273812,0.452349202
AGAP2,0.969233255,0.960925659,0.492276969,0.95964738,0.997184159,0.827067387,0.5366753
AGAP3,0.000139893,0.538738045,0.068600278,0.973012777,2.87E-05,0.694684052,0.108053483
AGAP4,8.04E-07,1.14E-09,1.36E-14,2.09E-07,0.391083849,0.550158927,0.027626703
AGAP5,0.103048569,0.067707791,0.022360298,0.12238938,0.905398723,0.921023312,0.567832096
AGAP6,0.915810801,0.071268036,0.001561303,1.48E-05,0.156136633,0.650048795,0.346692833
AGAP9,0.098610316,4.69E-06,1.78E-06,3.99E-06,0.012419751,0.972062046,0.913191992
AGBL2,3.14E-07,1.71E-07,0.000173001,0.000484153,0.935729346,0.587387937,0.851858823
AGBL3,4.46E-09,1.84E-07,3.11E-05,0.000136882,0.645818817,0.757144387,0.802720627
AGBL5,1.83E-05,0.120355073,0.049418726,0.607669581,0.019020411,0.931998712,0.2164395
AGER,3.38E-08,3.42E-20,2.06E-23,3.40E-16,0.001019241,0.832396001,0.112355841
AGFG1,1.15E-13,4.45E-10,1.53E-07,0.003737558,0.376833196,0.78718663,0.043516695
AGFG2,1.30E-28,1.49E-39,1.51E-39,1.62E-19,0.087404504,1,0.000121818
AGGF1,0.002366772,0.409195946,0.028247942,0.118242521,0.061933714,0.635049429,0.000284697
AGK,9.87E-25,2.41E-25,3.79E-29,4.07E-23,0.938269204,0.827836544,0.295927598
AGL,4.26E-05,0.000226554,0.000473898,0.000427709,0.786498881,0.972422856,0.982861242
AGMAT,1.57E-23,9.63E-26,2.56E-31,2.33E-15,0.744671551,0.727833155,0.000633895
AGO1,0.000994172,5.26E-05,2.73E-05,0.138168848,0.606407262,0.975929573,0.016414522
AGO2,1.63E-16,3.72E-09,4.86E-08,4.74E-07,0.053406132,0.92814112,0.778137276
AGO3,0.000263231,0.319640142,0.16126179,0.238580879,0.02199626,0.931951058,0.876298879
AGO4,2.82E-15,3.95E-20,4.36E-23,9.05E-07,0.321104782,0.855966497,3.54E-06
AGPAT1,0.05611397,2.53E-10,1.27E-13,6.81E-07,6.75E-05,0.754943719,0.032772249
AGPAT2,6.27E-14,9.15E-35,8.03E-27,5.54E-27,2.22E-06,0.506763731,0.981432544
AGPAT3,3.85E-23,1.14E-15,1.09E-13,1.63E-09,0.12746486,0.89437395,0.261052381
AGPAT4,5.21E-13,5.39E-07,1.54E-10,7.75E-08,0.063946512,0.630332329,0.406313524
AGPAT5,1.04E-40,9.62E-45,1.29E-44,1.45E-24,0.643187789,0.996528687,0.00053056
AGPS,1.45E-34,1.12E-36,1.92E-38,6.01E-11,0.806444381,0.948548762,1.44E-09
AGRN,2.63E-08,0.000148419,8.58E-05,1.03E-17,0.157892253,0.977372598,1.83E-05
AGRP,0.920466227,0.008245512,0.007755653,0.00231453,0.02849979,0,0.690123636
AGTPBP1,7.37E-59,7.04E-30,6.22E-32,4.16E-08,1.24E-05,0.934948965,4.51E-09
AGTRAP,8.14E-15,3.86E-08,0.000529207,0.00034419,0.059389665,0.387494199,0.937100984
AHCTF1,0.469458749,5.39E-06,0.004624845,0.260925268,0.000700723,0.512309442,0.000145283
AHCY,7.01E-60,1.52E-112,2.68E-116,3.25E-105,7.06E-09,0.936935556,0.373687561
AHCYL1,2.62E-72,4.08E-110,6.67E-112,3.82E-137,7.28E-05,0.972422856,0.025793224
AHCYL2,0.002207316,0.031263176,0.000569241,0.152666359,0.503410349,0.674594331,2.34E-06
AHDC1,2.38E-06,0.008237756,0.009325109,0.014670309,0.089937275,0.994060944,0.918386905
AHI1,1.51E-12,4.26E-34,6.44E-38,7.55E-39,1.62E-06,0.853308761,0.898274232
AHNAK,8.30E-39,2.86E-23,4.96E-42,1.14E-24,0.0082451,0.033655778,0.00315569
AHNAK2,0.94113782,0.766581952,0.863297207,0.200840384,0,0,0
AHR,0.008672637,0.000787297,0.000309165,0.378312741,8.40E-09,0.960314794,0.01545604
AHRR,2.03E-121,6.54E-94,9.54E-78,7.61E-92,4.43E-05,0.126223408,0.02170426
AHSA1,1.32E-140,4.17E-136,5.24E-153,3.65E-70,0.777734638,0.573120259,3.20E-17
AHSA2P,1.92E-15,4.05E-16,2.48E-12,0.175021454,0.909495114,0.737945085,1.40E-07
AIDA,0.166108407,0.00026967,8.87E-07,5.87E-07,0.06328529,0.688904591,0.950961068
AIF1,4.74E-15,0.747771061,0.60079875,0.001120488,2.87E-15,0.792174359,0.000303874
AIF1L,2.09E-08,1.15E-21,5.37E-22,1.51E-15,5.22E-07,0.980214896,0.040850364
AIFM1,4.54E-58,1.02E-79,2.79E-81,5.46E-74,0.012702379,0.972062046,0.481572089
AIFM2,2.70E-40,7.77E-34,3.43E-31,1.09E-24,0.342253987,0.903706583,0.236812741
AIFM3,0.82236466,0.167671359,0.214801413,0.288906616,0.351550797,0,0.89540888
AIG1,2.01E-06,0.187526217,0.847743575,7.72E-05,0.002456366,0.717190132,7.75E-05
AIM2,9.79E-07,1.53E-07,9.90E-08,2.68E-07,0.722944003,0.977722863,0.853929097
AIMP1,3.43E-09,1.30E-21,2.34E-28,4.46E-49,0.001512856,0.603291954,0.000825695
AIMP2,1.13E-85,2.31E-88,8.04E-82,1.31E-30,0.822493544,0.803674564,1.43E-16
AIP,6.75E-09,7.21E-13,2.42E-08,0.000157084,0.299620188,0.563023805,0.135695338
AJAP1,1.41E-09,2.24E-07,1.45E-09,1.96E-05,0.343322816,0.651505124,0.019597563
AJM1,0.167826123,0.131001291,0.095758235,0.332470065,0.935915429,0.974398971,0.58342524
AJUBA,5.85E-07,9.20E-05,0.000862378,3.00E-06,0.386740272,0.885930241,0.244269145
AK1,3.52E-26,1.73E-32,3.13E-23,2.02E-08,0.248369402,0.349466277,4.50E-05
AK2,1.34E-36,5.04E-48,2.15E-45,1.35E-42,0.127176499,0.932014802,0.759236439
AK3,3.47E-06,0.678992739,0.690587405,2.33E-05,1.90E-06,0.997276239,0.0003708
AK4,1.20E-14,5.61E-21,1.66E-20,7.45E-24,0.016303001,0.972062046,0.263707442
AK5,3.19E-51,1.61E-44,1.80E-42,5.38E-31,0.416855372,0.940941428,0.069199992
AK6,6.04E-46,3.69E-34,7.33E-35,1.09E-20,0.087423758,0.977604837,0.006919664
AK7,0.035295365,0.000643203,1.99E-05,2.72E-08,0.169113587,0.705542901,0.097225484
AK8,0.805656207,0.815184367,0.300584494,0.206765549,0,0,0
AK9,1.47E-13,5.56E-13,1.42E-10,1.40E-08,0.920372101,0.822238644,0.561056248
AKAP1,3.89E-12,3.22E-14,5.71E-09,0.983939342,0.662418152,0.495659219,2.32E-08
AKAP10,0.000390141,1.03E-05,0.000723029,0.100960562,0.54375354,0.772616575,0.144567185
AKAP11,0.069040468,0.985122314,0.277883978,0.466114711,0.115719509,0.732578207,0.799438849
AKAP12,0.142057853,1.96E-12,4.64E-13,9.25E-16,2.81E-14,0.936749851,0.165310167
AKAP13,8.33E-48,1.12E-43,5.27E-40,7.19E-17,0.642939188,0.884901512,7.85E-06
AKAP17A,2.63E-26,2.17E-25,2.03E-29,1.42E-16,0.897542612,0.820908266,0.008649085
AKAP3,0.006129619,0.456908467,0.000100727,0.001631875,0.082265984,0.06446433,0.549440239
AKAP5,0.000169975,0.00253534,0.182171834,4.41E-13,5.11E-11,0.504997294,1.31E-08
AKAP6,3.22E-05,0.000147863,7.73E-06,6.84E-05,0.810450467,0.862663113,0.716974851
AKAP7,1.37E-28,9.59E-12,1.13E-07,0.3685376,8.63E-05,0.586398289,3.78E-05
AKAP8,8.52E-19,8.43E-20,4.21E-41,3.61E-61,0.878479366,0.005557633,0.005913528
AKAP8L,3.36E-20,1.20E-17,1.37E-24,3.08E-09,0.651371535,0.530505496,9.17E-05
AKAP9,6.56E-29,1.36E-32,3.19E-31,5.06E-16,0.616651519,0.956569618,0.001731029
AKIP1,3.85E-20,1.08E-39,3.47E-55,2.14E-66,0.000123785,0.196317836,0.147744968
AKIRIN1,9.22E-14,1.23E-12,7.48E-18,2.55E-25,0.821944489,0.603038819,0.132918213
AKIRIN2,2.51E-07,8.49E-11,2.21E-12,8.38E-15,0.316426241,0.909429794,0.575762398
AKNA,2.10E-14,4.57E-24,5.03E-22,2.50E-14,0.042456578,0.920707912,0.090849013
AKR1A1,4.36E-71,1.89E-50,1.29E-66,1.29E-52,0.011984614,0.296478656,0.090262087
AKR1B1,1.52E-24,5.86E-22,1.36E-29,1.30E-22,0.683254684,0.531478478,0.217162485
AKR1C1,0.000356576,5.83E-08,1.43E-05,0.121478813,0.045989189,0.567581501,0.008614302
AKR1C2,0.026919487,0.000280476,0.003313494,0.001166101,0.172886987,0,0.799438849
AKR1C3,0.011744334,0.000667644,0.000964083,0.38564279,0.511385183,0.980169675,0.029239636
AKR1E2,0.000987182,3.96E-06,0.012391847,0.001835629,0.305574539,0.35417596,0.647959479
AKR7A2,0.975867272,8.74E-09,8.05E-15,1.08E-21,5.78E-08,0.39308535,0.123844805
AKR7A3,0.015665135,0.080856251,0.00060121,0.00390237,0.621867202,0.487286954,0.65566601
AKT1,0.38101693,6.58E-09,3.25E-09,0.010805778,7.55E-06,0.98002064,0.002533887
AKT1S1,3.00E-05,5.03E-07,4.29E-06,0.493959479,0.542875353,0.92814112,0.000262532
AKT2,0.505850585,0.087811703,0.062646107,0.008462995,0.032587965,0.974731806,0.554992644
AKT3,6.03E-06,0.007648708,0.061826159,0.172062163,0.134842462,0.827121835,0.001959961
AKTIP,0.003234402,9.41E-08,9.50E-06,3.64E-09,0.047840059,0.798696482,0.225758465
ALAD,0.007443113,0.00276913,0.006243716,0.264459987,0.847651265,0.95717929,0.174368293
ALAS1,3.93E-134,5.10E-131,1.02E-124,1.38E-114,0.839608608,0.86605289,0.371658615
ALAS2,0.109560857,0.97375658,0.431976902,0.590477169,0.180361526,0,0.226008762
ALCAM,2.96E-22,5.42E-53,3.76E-49,4.56E-47,2.25E-08,0.877536435,0.817938419
ALDH16A1,1.16E-06,1.75E-14,1.49E-11,0.021917042,0.018444985,0.797982657,4.36E-05
ALDH18A1,1.04E-85,4.14E-106,4.10E-106,2.37E-90,0.058304241,1,0.145561117
ALDH1A1,0.802351009,0.012406365,0.01648733,0.000545961,0.049223629,0,0.291479262
ALDH1B1,5.39E-75,6.69E-92,3.71E-99,4.11E-66,0.00102931,0.593190964,2.81E-12
ALDH1L2,1.30E-13,1.42E-18,2.17E-19,1.60E-23,0.036310143,0.936935556,0.110780152
ALDH2,0.108441191,0.524129,0.195635329,0.040174308,0.042654277,0.862663113,0.001248721
ALDH3A2,0.813757264,0.214806026,0.768078615,0.251895207,0.436244574,0.782667139,0.484045236
ALDH3B1,0.406893092,0.334529404,0.453053563,0.718191046,0.934412892,0,0.767976239
ALDH4A1,5.94E-08,5.99E-18,2.72E-22,8.18E-23,0.002658268,0.724410023,0.920543788
ALDH5A1,2.34E-51,1.47E-56,2.66E-62,5.93E-66,0.564105312,0.81792536,0.702501093
ALDH6A1,0.822567845,0.001077642,2.57E-13,2.90E-43,0.001054424,0.009082096,1.66E-10
ALDH7A1,0.015971048,9.39E-07,3.17E-08,4.81E-15,8.61E-13,0.874465075,0.035326015
ALDH8A1,3.48E-06,4.03E-06,5.88E-10,1.67E-09,0.987974574,0.470186704,0.859062065
ALDH9A1,7.94E-12,2.77E-16,2.20E-13,4.88E-07,0.306681608,0.817080506,0.046393156
ALDOA,5.61E-41,2.08E-53,1.47E-52,1.02E-50,0.11747775,0.977722863,0.861305145
ALDOC,0.872722236,0.072821948,0.029902578,4.44E-10,0.090968204,0.936935556,0.00020216
ALG1,1.59E-55,2.14E-36,3.31E-31,0.759355233,0.004649399,0.772616575,1.74E-29
ALG10,0.797653556,0.001880894,0.001047927,6.30E-07,0.001733458,0.974398971,0.143961171
ALG10B,0.547502181,0.648835759,0.040404644,0.002056882,0.372687171,0.535710167,0.408816778
ALG11,0.178424942,0.000767371,0.011316017,3.38E-10,0.094331842,0.817080506,0.000508073
ALG12,0.060802025,0.006988617,0.292333543,0.003479491,0.55933224,0.527708423,0.105822314
ALG13,6.54E-06,1.85E-14,2.44E-14,1.61E-16,0.007188577,0.995331219,0.643571809
ALG14,6.50E-10,1.55E-13,1.02E-12,7.99E-05,0.312947871,0.953113571,0.001799941
ALG1L2,0.007385265,0.222161163,0.519443609,0.590951177,0,0,0
ALG1L9P,0.083246729,0.12916094,0.06817317,0.026132165,0.885125123,0.9481473,0.770311515
ALG2,2.94E-06,4.04E-16,8.42E-08,0.00598352,0.002371003,0.165293335,0.020696352
ALG3,1.94E-53,6.26E-36,2.49E-34,2.12E-08,0.011553339,0.949973253,2.28E-10
ALG5,1.33E-25,2.78E-16,1.66E-10,0.04343078,0.055636856,0.469135795,4.52E-05
ALG6,4.77E-06,0.000739156,0.000846055,0.119982682,0.357798283,0.994923341,1.47E-06
ALG8,7.29E-22,3.64E-21,3.72E-24,6.01E-13,0.915340068,0.85874365,0.007963345
ALG9,0.174756529,0.000658982,0.003267674,1.25E-06,0.090272418,0.920105047,0.099729225
ALKBH1,3.62E-09,8.69E-15,9.72E-12,2.22E-15,0.117467356,0.784884321,0.352410929
ALKBH2,1.48E-49,9.22E-31,1.67E-33,1.93E-16,0.002947437,0.90378894,0.000295507
ALKBH3,2.16E-16,4.00E-14,1.07E-09,1.75E-12,0.646528431,0.604570607,0.447118245
ALKBH3.AS1,0.283009961,0.554245224,0.826464369,0.92613261,0.713050605,0,0.921098202
ALKBH4,0.355114735,0.281415568,0.305495053,0.002437056,0.927040243,0.308989071,0.07765326
ALKBH5,3.46E-11,2.32E-07,1.76E-06,0.004295432,0.264858528,0.936749851,0.107282894
ALKBH6,0.340421445,0.773175322,0.301625728,0.013170896,0.611131732,0.82915497,0.219292202
ALKBH7,2.15E-48,4.66E-47,6.57E-48,3.08E-21,0.903192409,0.977604837,2.07E-06
ALKBH8,7.02E-06,0.006574168,0.002659716,0.339215042,0.153073126,0.953113571,0.075110252
ALMS1,5.14E-12,0.000144109,0.004548825,8.89E-09,0.007855985,0.789730369,0.009533054
ALMS1P1,0.029125371,0.002087164,1.77E-05,0.000123411,0.404976661,0,0.802937358
ALOX12,1.44E-10,7.52E-10,9.83E-10,6.98E-07,0.874480411,0.992910235,0.3440845
ALOX12.AS1,0.034859161,0.000347464,0.000217088,0.007034043,0.237528225,0.977779123,0.402798264
ALOX12B,6.37E-08,2.57E-05,5.92E-07,1.57E-09,0.338991522,0.824118235,0.378958096
ALOX12P2,0.981111232,0.154155876,0.922026512,0.692984705,0.208129737,0.610947625,0.811515966
ALOX5,0.000506711,2.08E-05,0.056750221,0.028848132,0.410698994,0.194925517,8.88E-05
ALOX5AP,0.04019619,0.387373547,0.849598335,2.95E-05,0.355634628,0.852633178,3.30E-05
ALOXE3,1.55E-06,3.36E-06,4.24E-07,6.91E-06,0.892450825,0,0.09925892
ALPK1,0.944153611,0.116788714,0.060870388,3.90E-12,0.163399396,0.949034844,2.25E-06
ALPK2,2.10E-12,9.04E-07,0.005456981,4.95E-10,0.030758013,0.249641187,0.00022274
ALPK3,0.150972804,0.051968344,0.026957085,0.662660434,0.72472118,0,0.11488941
ALS2,0.203663293,0.027953472,0.060493974,0.826991607,0.496716529,0.946169969,0.05178673
ALS2CL,2.05E-70,5.45E-78,3.42E-73,2.13E-44,0.381330211,0.852687688,3.94E-05
ALX3,0.214334646,0.009426741,0.000607609,4.22E-06,0.000267771,0.813983891,0.324415654
ALYREF,8.66E-19,3.23E-28,4.40E-24,0.000104741,0.080754838,0.803674564,6.02E-09
AMACR,2.37E-06,7.19E-09,4.33E-09,1.30E-05,0.338635852,0.981776369,0.131703221
AMBRA1,0.963142881,0.674433096,0.036354136,0.777515771,0.789061039,0.507272086,0.113401855
AMD1,0.013154568,0.876207856,0.023483957,2.82E-40,0.044510986,0.343900362,3.76E-26
AMDHD1,0.005956151,0.010507402,5.94E-05,0.102376715,0.896018736,0.590410236,0.029245819
AMDHD2,0.00077571,0.0455943,0.417093013,0.495375373,2.66E-07,0.705362716,0.171346551
AMER1,0.006830357,0.287554318,0.008049447,0.019791933,0.182125631,0.54891617,1.11E-06
AMFR,2.83E-11,8.77E-07,1.30E-09,8.62E-06,0.170495842,0.734028426,0.187269717
AMH,0.074688926,0.005385954,0.146592816,0.63207945,0.445527011,0.634866525,0.067856956
AMIGO1,8.02E-41,5.76E-64,9.35E-58,3.23E-77,0.001275453,0.793286976,0.013480703
AMIGO2,0.520555072,0.022510635,0.073223813,0.493244579,0.188568201,0.913119637,0.368067023
AMIGO3,2.48E-05,9.03E-05,1.26E-06,2.16E-12,0.844871788,0.792934325,0.054126939
AMMECR1,0.425483988,0.471768215,0.600294334,0.046597763,0.188200498,0.970296377,0.017985719
AMMECR1L,0.597238517,0.085932091,0.442689115,0.08750891,0.360297482,0.78718663,0.019437035
AMN,0.000862713,5.47E-10,2.18E-10,8.34E-11,0.008869565,0.974731806,0.928232764
AMN1,0.013714693,5.49E-10,4.77E-07,8.47E-05,0.000820254,0.709899936,0.370193008
AMOT,0.002290068,0.112649016,0.80342104,0.189377805,0.241343651,0.411153287,0.365422164
AMOTL1,0.291108769,1.19E-06,1.71E-10,9.55E-19,0.000402113,0.537432706,0.01688702
AMPD2,7.76E-14,6.08E-08,8.58E-06,0.084947591,0.095465452,0.789851189,0.016166944
AMPD3,0.605498555,0.399739242,0.978849959,2.35E-05,0.241494335,0.791526469,6.74E-05
AMPH,6.46E-05,0.003236323,0.028437021,0.11952494,0.302729229,0,0.617180945
AMT,3.19E-19,6.29E-20,1.07E-19,2.35E-05,0.888539757,0.986823619,4.14E-06
AMY2B,1.78E-12,9.27E-29,9.56E-31,5.82E-21,0.000147598,0.928931154,0.044381021
AMZ2,0.870574964,0.004064807,4.70E-08,1.51E-29,0.017345576,0.222025135,4.60E-08
AMZ2P1,2.11E-11,3.00E-29,3.98E-26,2.03E-06,1.54E-05,0.84605727,1.87E-08
ANAPC1,4.12E-23,2.28E-43,2.83E-43,9.29E-20,0.000618806,0.997453015,1.69E-05
ANAPC10,1.83E-06,1.68E-05,1.21E-06,1.24E-11,0.750308804,0.900080777,0.092285316
ANAPC11,9.87E-25,3.07E-28,1.13E-36,1.68E-30,0.593363836,0.535710167,0.347441822
ANAPC13,5.07E-21,4.96E-15,2.49E-15,0.000103575,0.209689097,0.984646575,0.000211073
ANAPC15,0.125130965,0.118011191,0.000252543,3.55E-07,0.990683187,0.361204763,0.234919278
ANAPC16,1.19E-09,1.73E-23,4.17E-17,6.18E-09,0.000652042,0.569549739,0.024797677
ANAPC1P1,0.006804957,0.048979655,0.112721477,0.243747177,0.588647817,0.936175707,0.760763679
ANAPC1P2,1.21E-17,2.61E-18,4.66E-18,6.40E-05,0.916694349,0.988653304,1.93E-05
ANAPC2,0.406858646,6.21E-07,2.89E-08,9.64E-25,0.000205242,0.900473923,1.32E-05
ANAPC4,0.751494695,0.043237676,0.294407383,0.983833513,0.160427209,0.78354469,0.378551757
ANAPC5,5.75E-14,2.73E-27,4.43E-19,0.007455912,0.004459683,0.449826198,4.85E-09
ANAPC7,3.42E-66,4.73E-67,3.20E-65,6.00E-21,0.94358615,0.957879835,6.63E-14
ANGEL1,0.001182943,0.003214308,0.003655242,0.003658575,0.844107025,0.99434401,0.997811948
ANGEL2,0.001174201,0.005602615,0.035407324,1.37E-18,0.746975721,0.866815112,2.31E-10
ANGPT2,0.000143101,0.002885886,0.005858827,0.032562433,0.359329877,0,0.611091249
ANGPT4,0.229016239,0.157526323,0.075090831,0.001103945,0.889332863,0,0.127197461
ANGPTL4,0.745973165,0.326004799,0.638406798,0.000335397,0.618947611,0.900945484,0.002541576
ANGPTL6,3.90E-17,1.14E-16,8.90E-17,9.61E-25,0.933466144,0.996445497,0.054091102
ANK1,5.24E-05,3.98E-05,1.16E-05,0.0053922,0.974089157,0.955185076,0.184508574
ANK2,0.7490377,5.98E-06,4.87E-06,3.38E-09,2.90E-06,0.988261331,0.039631392
ANK3,0.286542625,0.041750682,0.056760465,0.755314036,0.479892353,0.977328446,0.171311097
ANKAR,5.71E-13,3.33E-14,1.89E-19,3.80E-10,0.772727473,0.566846735,0.007144248
ANKDD1A,0.656690756,0.221528892,0.074735063,0.071477245,0.566325415,0.896095547,0.988098902
ANKDD1B,0.672071426,0.948910441,0.928010876,0.391928137,0.704462007,0,0.40979682
ANKEF1,0.015420296,1.96E-05,9.37E-09,7.76E-08,0.133570438,0.595977926,0.796876284
ANKFY1,0.056488342,0.019900765,0.00088876,0.074458974,0.791489676,0.783629375,0.204638823
ANKH,0.721873876,0.565683583,0.056865256,0.164738917,0.442242785,0.648513407,0.71005856
ANKHD1,0.002187421,0.000169384,1.70E-06,0.040775599,0.626291136,0.771487154,0.013924975
ANKHD1.EIF4EBP3,0.711042428,0.40031759,0.212313398,0.048276138,0.741262568,0.929840733,0.57034171
ANKIB1,0.057056233,0.866474574,0.281056695,0.287427978,0.068794757,0.653805148,0.996582592
ANKK1,3.16E-05,9.65E-10,2.82E-08,2.69E-08,0.007181343,0.858987089,0.985261794
ANKLE1,9.07E-08,1.64E-08,3.07E-09,3.66E-05,0.853197008,0.953477549,0.129738335
ANKLE2,0.071827698,0.17114796,0.297858753,0.618980326,0.765778726,0.223406125,0.680577222
ANKMY1,1.16E-27,1.96E-38,8.24E-35,2.57E-48,0.077602835,0.861871754,0.04051077
ANKMY2,0.015224051,2.56E-06,8.91E-08,6.19E-09,0.056598722,0.872943134,0.733257443
ANKRA2,2.51E-27,2.92E-39,1.64E-25,0.000197293,0.054222847,0.183903411,2.69E-10
ANKRD10,1.58E-23,7.58E-34,2.27E-43,1.40E-25,0.081414701,0.524895749,0.00244282
ANKRD11,0.710285222,0.000145039,4.52E-06,8.03E-05,0.002493148,0.833483377,0.646896213
ANKRD12,3.42E-09,7.32E-49,1.95E-62,3.59E-24,8.37E-17,0.412584812,1.00E-09
ANKRD13A,2.19E-11,0.000530319,5.62E-07,0.354159111,0.005412202,0.585937929,0.00017439
ANKRD13B,3.78E-58,2.51E-59,5.02E-65,2.61E-49,0.907043005,0.791526469,0.016302071
ANKRD13C,0.217929933,0.009474377,0.000117609,2.18E-05,0.297025536,0.694684052,0.775813787
ANKRD13D,6.99E-41,9.80E-45,1.02E-40,6.82E-35,0.655220666,0.86605289,0.417636893
ANKRD16,2.10E-07,1.83E-06,3.90E-06,0.635167657,0.777717418,0.974398971,5.22E-07
ANKRD17,0.087238099,1.16E-06,0.010569715,0.02651739,0.006917819,0.307742535,0.817967618
ANKRD18A,0.327025539,0.48126389,0.23037945,0.590734378,0.847651265,0.909490565,0.601805105
ANKRD18B,0.002159213,9.68E-06,2.64E-07,3.64E-08,0.071734992,0,0.562529095
ANKRD18DP,0.018104409,0.011094672,0.002704919,0.106549599,0.910760849,0.910379298,0.204544688
ANKRD20A1,0.986929651,0.694302322,0.895163195,0.434448,0.758735039,0.951806749,0.422800883
ANKRD22,0.913342306,0.754841087,0.848606623,0.062073943,0.884947891,0,0.116575508
ANKRD23,6.77E-06,5.67E-05,7.11E-07,2.42E-06,0.750308804,0.792311792,0.863274569
ANKRD24,7.85E-10,2.07E-08,0.002577487,0.776552206,0.702137646,0.195021169,0.012665317
ANKRD26,1.74E-13,0.837835106,0.395727193,0.030252945,8.05E-12,0.860880271,0.003918897
ANKRD27,0.145569096,0.000172383,2.19E-05,4.88E-06,0.056532193,0.917468245,0.814734637
ANKRD28,2.49E-14,1.05E-08,1.76E-17,1.45E-17,0.127946674,0.173260404,0.986789788
ANKRD29,0.000478951,0.002351564,0.001699606,0.00063599,0.611575079,0,0.767491666
ANKRD31,2.42E-06,3.33E-15,8.25E-06,4.75E-14,0.002422305,0.025692474,0.00325251
ANKRD33B,8.24E-31,1.05E-32,3.72E-34,5.67E-22,0.800897104,0.950099769,0.014234912
ANKRD34A,3.25E-09,5.11E-23,1.20E-24,1.32E-16,0.000234576,0.936935556,0.077473036
