names,B_A,C_A,D_A,E_A,C_B,D_C,E_D
PHACTR4,0.357459568,0.28868558,0.812544142,0.162269549,0.934159535,0.629658927,0.137901074
PHAF1,0.000387755,8.73E-07,0.002608457,0.863789055,0.292140681,0.427906111,0.008367181
PHAX,4.24E-17,5.70E-14,2.14E-10,0.002759407,0.518647376,0.728462989,0.002553577
PHB,1.07E-125,2.10E-114,1.55E-117,1.02E-60,0.395143321,0.9481473,3.72E-10
PHB2,2.34E-59,1.84E-68,2.40E-58,4.91E-23,0.361238117,0.645755233,7.27E-09
PHC1,9.96E-38,5.75E-30,6.63E-25,5.13E-13,0.256332115,0.761688316,0.006519661
PHC2,1.29E-07,6.45E-09,7.43E-16,4.99E-20,0.734200904,0.327162002,0.381544106
PHC3,1.65E-60,5.00E-79,7.59E-86,4.70E-50,0.046639092,0.825493775,1.23E-05
PHETA1,0.051825647,0.076903625,0.008739743,0.994186189,0.904176131,0.803557836,0.011415831
PHETA2,2.54E-10,4.56E-14,3.45E-10,5.02E-05,0.262639491,0.593606765,0.024089151
PHEX,2.16E-28,1.92E-35,3.25E-39,2.03E-36,0.116263757,0.786966255,0.609597466
PHF1,1.29E-79,2.97E-124,3.05E-134,9.51E-87,9.34E-06,0.78718663,3.25E-06
PHF10,4.49E-20,1.36E-07,5.85E-06,8.54E-07,0.000590512,0.847233195,0.777743584
PHF11,0.179607867,2.39E-07,1.28E-05,0.313398916,0.000777568,0.82915497,0.002454651
PHF12,2.23E-53,1.13E-52,6.16E-64,5.81E-54,0.944286262,0.557368784,0.256262411
PHF13,7.56E-09,5.43E-45,2.33E-19,6.39E-24,4.26E-16,0.000149928,0.372828409
PHF14,0.001923276,0.001387367,0.304275042,0.513030989,0.959464782,0.338821717,0.120105644
PHF19,5.86E-08,2.76E-50,5.89E-55,4.08E-53,9.53E-20,0.86036559,0.861279771
PHF2,4.37E-17,2.97E-22,1.44E-21,2.00E-20,0.331290342,0.974398971,0.856049696
PHF20,1.58E-09,1.67E-05,0.001638956,0.063096779,0.171364802,0.730966441,0.297143724
PHF20L1,0.093812031,0.02698521,0.021790678,0.553528048,0.722944003,0.986142834,0.006110048
PHF21A,2.37E-39,1.46E-55,2.53E-40,0.001216365,0.028244948,0.262738928,6.53E-22
PHF21B,0.630514076,0.080841393,0.041538414,0.00014273,0.334159665,0,0.059392452
PHF23,8.23E-43,1.39E-46,2.03E-31,2.96E-08,0.666949669,0.175096243,4.22E-09
PHF24,1.21E-05,0.039750866,0.09327994,0.120651737,0.01286673,0,0.927746079
PHF3,7.46E-65,1.12E-47,3.15E-59,3.16E-18,0.037326045,0.513869392,1.67E-12
PHF5A,0.000589586,0.036411783,0.364248285,0.002287011,0.298631124,0.709820514,0.000142562
PHF6,4.28E-48,5.04E-49,8.86E-61,7.17E-52,0.93376724,0.501979325,0.300585724
PHF7,2.85E-05,0.857138735,0.435267402,0.013649959,4.73E-05,0.874465075,0.1466826
PHF8,0.329502756,0.514436853,0.569098914,0.293297894,0.154457643,0.656643684,0.715783557
PHGDH,1.10E-107,4.51E-123,7.33E-130,1.65E-155,0.214250032,0.86605289,0.034394189
PHIP,8.89E-31,7.20E-19,1.25E-20,1.25E-09,0.025586982,0.92814112,0.004243208
PHKA1,1.47E-31,1.28E-61,1.25E-56,1.80E-51,2.91E-08,0.804582239,0.472801391
PHKA2,2.99E-12,1.45E-12,2.58E-10,0.000214988,0.947720804,0.838220121,0.021392093
PHKB,1.10E-13,8.02E-11,0.125727217,0.143078451,0.504180886,0.000418642,0.968199338
PHKG1,2.72E-14,4.63E-17,1.77E-18,3.72E-15,0.494960499,0.9283898,0.376021858
PHKG2,0.904429392,0.350071193,0.893560555,0.056424627,0.38445882,0.724021408,0.113094998
PHLDA1,9.38E-23,1.04E-19,5.63E-23,4.62E-20,0.597892417,0.830784242,0.612086914
PHLDA2,0.009977874,2.84E-10,4.45E-13,2.36E-09,6.82E-05,0.717414974,0.183002504
PHLDA3,3.67E-10,2.24E-07,6.78E-13,1.20E-17,0.152582598,0.06894733,0.044321437
PHLDB1,0.369481951,0.037427414,0.126407214,0.001409335,0.361386632,0.89672291,0.152888004
PHLDB2,0.000223512,0.752370569,0.997064927,0.076542687,0.002350644,0.941280604,0.108142442
PHLDB3,0.022158081,1.86E-10,6.36E-10,0.001049113,0.000274253,0.971597284,0.009692632
PHLPP1,4.62E-14,0.79189695,0.342357594,1.90E-05,3.61E-12,0.661056485,0.002340455
PHLPP2,0.19278018,0.087310705,0.466792502,1.31E-08,0.005323874,0.214129573,3.28E-06
PHOSPHO1,0.005988147,0.23405462,0.00168147,0.05687852,0.201301013,0.391732679,0.289090348
PHOSPHO2,0.115663241,0.073314935,0.022937911,0.340810169,0.890241641,0.910379298,0.247750678
PHPT1,2.96E-59,3.40E-32,1.24E-37,8.09E-56,4.50E-05,0.774153843,0.007358058
PHRF1,1.01E-24,8.83E-24,1.09E-16,0.001655388,0.891398679,0.498590312,1.95E-06
PHTF1,9.32E-44,1.17E-70,7.81E-63,3.85E-58,2.72E-06,0.635067642,0.504299924
PHTF2,0.000632048,9.76E-05,0.004229974,6.55E-11,7.62E-13,0.768779787,0.000815325
PHYH,0.566183319,0.261530862,0.018319411,1.69E-05,0.701206181,0.687853213,0.092166641
PHYHD1,7.66E-05,1.87E-07,2.24E-06,2.02E-06,0.026911283,0,0.988261347
PHYKPL,1.36E-61,4.48E-97,9.81E-81,1.77E-38,5.66E-05,0.419899061,8.44E-09
PI16,1.94E-20,9.43E-13,2.42E-15,1.11E-13,0.000675851,0.780605604,0.58342524
PI4K2A,7.62E-11,1.34E-07,3.11E-11,8.57E-14,0.354234639,0.653805148,0.530229451
PI4K2B,3.91E-27,5.56E-47,3.52E-45,1.24E-43,0.001527287,0.951827758,0.871266812
PI4KA,5.12E-14,3.98E-08,7.54E-08,1.25E-11,0.100792047,0.980055209,0.255108765
PI4KAP1,1.93E-19,7.72E-32,2.40E-31,5.11E-16,0.021516102,0.981169016,0.00147811
PI4KB,0.000511288,2.59E-05,1.38E-07,0.000358798,0.61839814,0.765161682,0.161149368
PIANP,0.93312974,0.954633765,0.31333963,0.958105178,0.915633417,0.718701998,0.402668414
PIAS1,4.84E-63,8.51E-57,1.24E-71,1.46E-30,0.530107315,0.390053217,1.36E-09
PIAS2,0.784774839,0.003737539,0.056848866,0.177609626,0.021107702,0.776979194,0.679171807
PIAS3,0.000458241,0.036333825,0.073011337,9.82E-08,0.264024304,0.948770397,0.001062765
PIAS4,1.17E-34,6.86E-29,2.72E-20,1.42E-17,0.386573619,0.411153287,0.594950596
PIBF1,1.85E-12,6.92E-19,2.85E-17,4.67E-11,0.143039945,0.929792569,0.115459098
PICALM,0.168636058,0.36783366,0.000628172,0.000278897,0.737191802,0.234064352,0.875854581
PICK1,0.006908648,0.658051855,0.808265229,0.005660061,0.050868469,0.967580853,0.004163937
PIDD1,4.24E-22,0.431262832,0.644175823,0.000110112,1.47E-17,0.645531688,0.001724257
PIEZO1,0.000226717,0.35445017,0.913918821,0.775838105,1.38E-05,0.807181656,0.751160909
PIF1,0.8254356,1.38E-25,1.20E-26,2.32E-29,3.89E-30,0.934777624,0.413576793
PIFO,0.000102597,0.028667436,0.303683135,0.050987335,0.103764162,0.701989003,0.004126792
PIGA,4.86E-46,6.63E-41,6.93E-48,1.10E-28,0.540040026,0.732191368,0.001997619
PIGB,0.039876332,0.021086457,0.024763338,0.018187532,0.87585694,0.988917824,0.935505582
PIGC,3.79E-07,2.54E-09,3.27E-08,6.64E-10,0.532621907,0.92814112,0.62925438
PIGF,2.63E-08,4.07E-18,1.06E-23,3.96E-30,0.002436285,0.581960991,0.189899827
PIGG,3.03E-09,1.48E-23,1.42E-30,1.78E-31,0.000307523,0.603038819,0.907646816
PIGH,0.225599011,3.80E-06,3.50E-12,8.04E-12,0.002852201,0.296687808,0.938750804
PIGK,0.010210337,0.719645851,0.138970665,0.271196287,0.058485611,0.723358815,0.78614009
PIGL,0.000838805,0.004119179,2.22E-06,0.79638976,0.750224222,0.453318931,2.39E-05
PIGM,1.97E-18,6.46E-14,2.40E-18,6.39E-05,0.321928568,0.682926874,6.30E-06
PIGN,1.95E-05,0.000395373,1.24E-08,1.71E-13,0.602768701,0.352016589,0.157060131
PIGO,5.50E-16,2.54E-09,1.82E-12,1.03E-08,0.076317446,0.751743491,0.281227938
PIGP,0.113983583,0.675259472,0.290173679,0.005938227,0.069943405,0.537562067,0.139143475
PIGQ,0.590913195,0.948320967,0.425293743,2.33E-17,0.634157214,0.82931859,1.79E-13
PIGS,6.56E-06,1.22E-05,0.000375273,0.059121011,0.930543877,0.823450891,0.159175987
PIGT,0.160048516,0.002368121,5.39E-05,1.21E-10,0.198919061,0.783629375,0.036643178
PIGU,3.12E-41,7.94E-32,5.21E-34,6.47E-30,0.14703809,0.92814112,0.524261295
PIGV,0.001726715,8.31E-21,3.67E-24,2.63E-22,2.52E-09,0.825706359,0.758812269
PIGW,4.07E-37,5.98E-30,2.70E-23,0.000750749,0.283296919,0.611036883,3.10E-39
PIGX,8.42E-67,4.04E-96,2.98E-90,8.11E-101,0.000660812,0.851717771,0.300138698
PIGZ,0.111050116,0.626581257,0.909743194,0.875305163,0.376265496,0,0.974067689
PIH1D1,3.63E-06,6.05E-14,3.14E-10,6.54E-07,0.01440042,0.705542901,0.288902313
PIH1D2,0.116713939,0.071100601,0.051620396,0.044330849,0.870372906,0,0.957758873
PIK3AP1,0.004080135,4.19E-06,3.80E-05,1.40E-11,0.167914546,0.91648744,0.01771956
PIK3C2A,1.29E-06,4.30E-05,3.40E-06,1.85E-06,0.593617876,0.903782303,0.92794418
PIK3C2B,4.29E-10,0.012982182,0.021372777,0.708280267,0.000954814,0.972422856,0.012312818
PIK3C3,3.60E-05,5.14E-11,4.03E-13,4.68E-06,0.044550468,0.864869149,0.01939306
PIK3CA,1.02E-36,1.52E-48,1.37E-52,7.25E-39,0.107829808,0.884901512,0.055436327
PIK3CB,1.41E-16,7.40E-15,1.95E-12,5.97E-15,0.749187256,0.845815282,0.56248493
PIK3CD,7.12E-30,4.83E-22,8.32E-19,1.78E-25,0.181336497,0.831223332,0.192543655
PIK3CD.AS1,0.193300108,0.201362572,0.353986766,0.550805617,0.982076912,0.937311468,0.153679123
PIK3CD.AS2,0.212684557,0.32039417,0.56667214,0.635175243,0.862241227,0.925007585,0.338064066
PIK3CG,0.001875397,0.707639953,0.629370822,0.006262969,0.001371129,0.979543042,0.045668031
PIK3IP1,2.31E-87,6.24E-134,3.58E-139,9.31E-84,9.33E-06,0.912656363,5.20E-08
PIK3IP1.DT,7.95E-11,6.62E-14,6.37E-14,2.76E-14,0.080442377,0.934948965,0.830710695
PIK3R1,5.64E-89,4.27E-67,3.01E-74,2.07E-39,0.022379816,0.795974764,2.73E-06
PIK3R2,3.92E-24,1.33E-42,2.82E-37,0.000102361,0.001696252,0.793286976,1.07E-17
PIK3R3,1.92E-08,1.57E-11,8.90E-13,1.40E-06,0.329796889,0.920520611,0.01936413
PIK3R4,5.26E-10,4.87E-08,4.85E-08,0.029543986,0.592441563,1,0.003193046
PIK3R5,2.40E-15,9.40E-13,6.71E-16,6.75E-06,0.580623514,0.794748351,0.001438784
PIK3R6,1.28E-07,0.023112672,0.056039238,0.000200187,0.003541186,0.936935556,5.60E-08
PIKFYVE,6.04E-55,1.68E-75,1.76E-56,6.88E-43,0.017264817,0.223982611,0.070552167
PILRA,8.44E-10,1.18E-10,1.76E-12,3.42E-11,0.790064984,0.819205815,0.625132816
PILRB,0.320166249,0.155221769,0.610340024,0.444722173,0.026756078,0.789851189,0.847927939
PIM1,0.007957464,0.155752023,0.083701922,0.028863985,0.341809646,0.948548762,0.000168522
PIM2,0.978820328,0.034229436,0.292721634,0.288470881,0.064755481,0.755087056,0.993706387
PIM3,0.000143904,0.306933897,0.417954355,0.449993336,0.017051917,0.9676907,0.974944708
PIMREG,7.87E-06,1.31E-12,3.25E-14,3.40E-15,7.30E-11,0.595407573,0.462449485
PIN1,0.003438401,6.04E-06,2.44E-06,0.037533412,0.214642752,0.972422856,0.020293871
PIN4,4.41E-11,0.00032043,2.62E-05,0.000109068,0.009004505,0.886243298,0.817701045
PINK1,1.32E-06,6.32E-17,4.19E-13,4.27E-08,0.001067593,0.69904451,0.115521849
PINK1.AS,0.028677795,1.82E-05,3.34E-06,1.42E-15,0.086714533,0.939917409,0.002148651
PINLYP,0.028199464,1.58E-05,1.17E-06,2.52E-10,0.062681142,0.892544707,0.179279354
PINX1,5.68E-34,2.09E-32,6.83E-30,0.01972487,0.844678168,0.911186309,2.11E-18
PIP4K2A,0.000617283,4.60E-05,0.000449371,0.810820991,0.664927187,0.897794127,0.002701494
PIP4K2B,0.546991654,0.14069123,0.014677724,0.070529825,0.522205889,0.78718663,3.99E-05
PIP4K2C,3.53E-24,1.68E-09,9.92E-05,7.76E-05,0.000197461,0.352016589,5.73E-15
PIP4P1,1.04E-17,1.01E-20,3.12E-28,3.26E-30,0.592542182,0.528349235,0.772744663
PIP4P2,0.085285109,0.006918108,3.73E-05,6.36E-12,0.463761858,0.61009001,0.011800333
PIP5K1A,2.07E-10,2.93E-15,1.33E-10,4.58E-06,0.239123941,0.609951491,0.126961594
PIP5K1B,0.977986849,0.036670708,0.000488566,6.23E-06,0.064709669,0.590410236,0.353774549
PIP5K1C,2.89E-06,0.000947972,1.08E-08,8.97E-09,0.290335623,0.271984877,0.984946109
PIP5KL1,0.007962455,0.003267399,0.00119512,0.863978023,0.848249846,0.948183429,0.004378936
PIPOX,0.882842539,0.217117833,0.226214262,0.050811575,0.238222998,0.996445497,0.002533887
PIR,0.000135602,5.30E-05,3.82E-05,3.19E-07,0.826995577,0,0.152100459
PISD,1.62E-13,2.41E-14,1.89E-11,0.2511313,0.879565201,0.797982657,1.62E-07
PITHD1,3.06E-05,1.16E-08,3.36E-13,4.05E-38,0.239309334,0.570313323,1.51E-07
PITPNA,3.44E-39,1.30E-28,8.48E-20,0.022401349,0.101961342,0.406541259,1.02E-10
PITPNA.AS1,1.36E-05,6.60E-11,1.55E-07,1.13E-06,0.065997034,0.664778819,0.781007927
PITPNB,1.30E-31,2.97E-27,2.97E-25,3.19E-05,0.520934764,0.92814112,5.92E-09
PITPNC1,7.69E-103,1.64E-66,2.12E-65,9.52E-24,9.97E-05,0.975650429,3.90E-11
PITPNM1,3.70E-08,0.001769304,0.003044173,0.053222632,0.049045409,0.974398971,0.422668359
PITPNM2,1.72E-48,5.37E-69,2.62E-63,1.15E-33,0.011432317,0.833527739,1.31E-05
PITPNM3,0.020108428,0.229305057,0.307754549,0.027403294,0.372220954,0.972422856,0.3127947
PITRM1,2.13E-06,0.059730742,0.028883065,0.09723873,0.014481415,0.949973253,0.706760617
PITRM1.AS1,0.122309554,1.09E-13,2.47E-16,5.61E-14,3.96E-08,0.827040633,0.574750706
PITX1.AS1,1.54E-06,9.79E-15,4.68E-17,1.74E-24,0.009930413,0.863736708,0.093004741
PIWIL2,0.013817552,1.02E-05,2.70E-07,2.36E-05,0.07817174,0.694874319,0.210760918
PIWIL4,1.20E-07,7.64E-18,8.93E-18,2.95E-14,0.000211163,0.986468716,0.162794588
PJA1,4.56E-18,6.49E-19,2.39E-14,6.61E-06,0.889332863,0.693268059,0.005449517
PJA2,6.76E-20,1.71E-29,5.81E-31,0.000683297,0.084193239,0.952463798,1.19E-14
PJVK,0.7607733,0.98145281,0.662024267,0.7513111,0.805889201,0.909429794,0.50731564
PKD1,2.75E-25,1.90E-44,2.84E-43,1.22E-28,0.001845502,0.972422856,0.019449636
PKD1L1,0.13577742,1.85E-08,3.40E-09,1.99E-10,8.62E-05,0.923029864,0.127137882
PKD1L3,0.104573218,0.605302401,0.488788666,0.007826651,0.060442801,0,0.071722241
PKD1P6.NPIPP1,2.53E-40,1.36E-48,2.43E-46,1.73E-25,0.26270154,0.936935556,0.000268403
PKD2,0.007005753,0.164691305,0.657865572,0.000489058,0.305574539,0.784244024,0.005125819
PKD2L2,7.72E-06,3.24E-06,0.000133128,0.066092784,0.870198632,0.783046907,0.072449556
PKDREJ,0.381522481,0.102672679,0.013768542,0.246552857,0.570653802,0,0.232380926
PKHD1L1,0.122747278,0.022360034,0.007565492,0.00272138,0.564464539,0,0.82033807
PKIA,0.955574821,0.000740722,0.001537135,0.744758319,0.001891122,0.969561904,0.000935966
PKIA.AS1,0.021304414,0.000175464,0.000765019,0.0473216,0.229911942,0.92814112,0.232340297
PKIB,0.076930942,0.10612345,0.510266044,0.890531668,0.916061174,0,0.485318538
PKIG,5.68E-05,0.789802179,0.150096365,0.782447175,4.87E-05,0.454742689,0.110270887
PKM,1.62E-198,3.50E-172,6.63E-167,5.40E-126,0.089928522,0.92814112,0.001072092
PKMYT1,5.64E-29,2.24E-67,7.65E-65,1.72E-62,1.89E-22,0.899763789,0.726965805
PKN1,5.98E-15,1.57E-09,2.32E-11,1.97E-06,0.162452584,0.876444991,0.108554816
PKN2,1.98E-31,9.52E-37,2.43E-43,6.05E-15,0.46018291,0.732972339,1.72E-08
PKN3,6.61E-08,3.56E-29,1.75E-26,3.31E-37,7.61E-09,0.884715457,0.045227646
PKNOX1,3.89E-12,3.86E-09,1.86E-06,0.943978109,0.433648801,0.735863611,7.31E-06
PKP2,0.143042083,0.076630227,0.004051303,0.013340719,0.839866701,0.719952692,0.761715074
PKP4,0.093122339,4.05E-18,1.70E-23,1.47E-15,7.36E-25,0.667910568,0.087263807
PLA2G10,0.000600511,0.000780649,0.000411052,0.000965452,0.962024192,0.972422856,0.855698979
PLA2G12A,0.788056882,0.085585109,0.008252239,0.009621342,0.235591999,0.7922988,0.975736987
PLA2G15,0.003722505,0.010174198,0.000259184,0.001098052,0.825828788,0.754943719,0.785261058
PLA2G4A,0.659422117,0.000263447,6.00E-05,0.000886542,0.000939581,0,0.465111255
PLA2G4B,9.65E-10,5.81E-15,2.74E-13,5.64E-10,0.01983526,0.722627876,0.189766859
PLA2G4C,2.74E-06,0.00019046,1.88E-05,5.64E-06,0.392286431,0.875394734,0.821415027
PLA2G6,1.84E-19,4.87E-44,2.34E-30,1.82E-06,5.88E-06,0.23203582,3.05E-10
PLAA,4.27E-14,7.12E-10,1.08E-06,0.000151154,0.287181105,0.67975615,0.397214065
PLAAT2,0.01132697,0.477389926,0.657038841,0.60464574,0,0,0
PLAAT3,0.002176193,0.005227647,0.000905945,2.97E-13,2.45E-08,0.905127802,0.000141805
PLAAT4,1.45E-12,7.10E-16,1.19E-13,5.29E-09,0.472895961,0.872943134,0.197920681
PLAC8,9.41E-20,6.68E-16,6.66E-12,0.355424521,0.45629095,0.711596349,2.75E-08
PLAC8L1,0.070485376,0.711779105,0.784623414,0.247512369,0.227257093,0,0.190858813
PLAC9,0.000328837,0.000146676,2.56E-05,8.81E-05,0.80602604,0,0.660456576
PLAG1,1.94E-27,1.81E-41,2.09E-41,1.13E-07,0.017125717,0.996479279,1.97E-15
PLAGL1,9.46E-08,7.24E-22,1.68E-24,4.24E-43,4.18E-05,0.874205911,0.000375506
PLAGL2,6.51E-95,4.60E-85,1.18E-78,3.27E-49,0.393120004,0.835255026,0.000235427
PLAT,5.03E-05,0.000654677,0.000358287,1.10E-05,0.599568524,0.973093249,0.456619112
PLAU,0.075118924,0.722692204,0.562662413,0.064203933,0.218777082,0,0.253762331
PLAUR,0.0011668,0.060489042,0.003862342,3.77E-12,1.30E-06,0.768706453,0.000109647
PLB1,1.72E-07,0.137907423,0.256072883,0.818426078,0.000442471,0.939889685,0.21743566
PLBD1,0.000837008,0.128116688,0.009604185,0.265591181,0.081820544,0,0.179319252
PLBD2,3.79E-06,1.24E-09,1.58E-06,0.348359364,0.262024676,0.678392574,0.000337353
PLCB1,1.29E-10,2.32E-06,0.000470986,4.06E-07,0.153476168,0.690490929,0.181841948
PLCB2,3.57E-36,3.86E-39,7.28E-36,8.76E-26,0.728597054,0.892553592,0.092987239
PLCB3,9.11E-05,6.67E-11,3.28E-13,1.93E-14,0.02511323,0.835511665,0.782436574
PLCD1,5.80E-45,4.49E-24,1.19E-23,5.29E-08,0.000194278,0.980862884,2.23E-05
PLCD3,0.540462243,0.000311428,0.002692929,0.007319126,0.006598374,0.876444991,0.815720958
PLCD4,0.097749325,0.000562961,0.352251067,0.004569114,0.147370908,0.223406125,0.000263796
PLCE1,0.045475225,0.591317298,0.532396538,0.069331668,0.213913223,0.982040866,0.019779861
PLCG1,3.58E-27,2.59E-16,2.61E-14,2.46E-05,0.029695487,0.89672291,0.002576447
PLCG2,0.012884356,0.000126977,6.79E-05,6.71E-16,1.21E-09,0.974874155,0.0001032
PLCH1,0.877210596,0.001275966,4.84E-07,5.71E-05,0.000990751,0.28399977,0.27386767
PLCH2,1.04E-52,9.95E-71,1.71E-56,3.91E-15,0.000890161,0.106673106,1.05E-15
PLCL1,9.71E-63,4.35E-60,1.20E-65,7.17E-35,0.805990423,0.8243752,4.33E-06
PLCL2,2.55E-67,1.02E-70,1.94E-66,2.48E-38,0.772343708,0.89737339,9.76E-05
PLCXD1,0.001166836,5.06E-12,1.74E-18,2.49E-58,0.001315436,0.453318931,1.86E-12
PLCXD2,8.48E-28,6.33E-26,1.32E-25,5.14E-12,0.793509419,0.986468716,0.001015068
PLD1,0.740155533,0.266267846,0.016296472,0.000635019,0.518647376,0,0.261191954
PLD2,0.027882194,0.027133902,0.003445099,0.209158239,1,0.853262596,5.29E-05
PLD3,3.33E-09,1.19E-07,2.93E-05,0.652587364,0.671398538,0.744976455,0.000582609
PLD6,6.94E-08,0.001591565,0.000558635,0.154606109,0.064314678,0.951827758,2.19E-06
PLEC,0.447536698,0.000317096,5.18E-09,2.81E-25,4.50E-05,0.333144907,3.19E-05
PLEK,0.489325982,0.003617672,0.018958237,0.015118805,0.064583837,0.896095547,0.952823185
PLEK2,5.11E-06,8.59E-12,1.93E-10,1.08E-09,0.028972694,0.904950516,0.831982142
PLEKHA1,4.62E-17,1.74E-21,4.59E-28,5.43E-17,0.409433231,0.610138131,0.023276081
PLEKHA2,2.43E-11,0.002066003,0.004290857,0.02244232,0.001739439,0.965629529,6.30E-07
PLEKHA3,0.184949713,0.765232741,0.867491734,0.871614266,0.157864058,0.975929573,1
PLEKHA4,0.63822758,0.755395309,0.553940131,4.59E-06,0.518038127,0.775765547,0.000166901
PLEKHA5,0.240465401,0.509834002,0.996329933,0.185033395,0.708853272,0.84697027,0.241404008
PLEKHA6,0.570597707,0.243944175,0.713791146,0.009509206,0.672664745,0.81792536,0.005064161
PLEKHA7,7.65E-06,0.000125248,3.55E-05,5.88E-15,8.70E-16,0.949973253,0.000518679
PLEKHA8,0.573400934,0.879029281,0.026066315,6.00E-14,0.562437556,0.349466277,6.54E-07
PLEKHA8P1,0.671559901,0.813808723,0.918637528,0.922380905,0.891364086,0.975675432,0.869156383
PLEKHB1,9.91E-36,4.43E-32,9.84E-26,1.56E-07,0.634157214,0.659114683,1.05E-06
PLEKHB2,1.51E-10,2.21E-07,1.87E-06,0.000118387,0.357798283,0.93313094,0.486555745
PLEKHD1,0.373709598,0.025760316,3.92E-05,0.005003367,0.268507718,0,0.192299601
PLEKHF1,0.001490005,5.02E-14,4.47E-18,2.87E-24,8.25E-05,0.732493851,0.204972144
PLEKHF2,1.96E-131,1.90E-134,4.27E-144,5.23E-102,0.829232592,0.79468511,6.89E-05
PLEKHG1,4.03E-10,4.89E-14,9.63E-11,1.27E-16,0.296951071,0.734028426,0.097093054
PLEKHG2,2.01E-29,1.30E-10,2.02E-09,0.003005549,1.21E-05,0.928395018,0.007305695
PLEKHG3,2.60E-09,7.13E-07,2.59E-06,0.001939596,0.142839557,0.943164157,0.131326965
PLEKHG4,0.560508758,0.037539632,0.000244717,2.94E-12,0.23586274,0.56233491,0.002929296
PLEKHG4B,0.26388673,0.160890679,0.053300166,0.064203933,0,0,0
PLEKHG5,3.86E-17,1.29E-10,1.69E-17,5.55E-05,0.102367011,0.367729597,3.18E-05
PLEKHG6,0.046425478,0.778862525,0.262283699,0.704484229,0.141485593,0,0.544012183
PLEKHH1,0.217214978,0.090087233,0.000856516,3.11E-06,0.758244995,0.517342371,0.254650534
PLEKHH2,1.22E-20,3.70E-06,1.37E-08,0.608085157,1.96E-06,0.754943719,1.11E-06
PLEKHH3,0.279865609,0.028616851,0.238876393,0.880067353,0.393708728,0.764703272,0.23265235
PLEKHJ1,1.24E-06,2.31E-17,3.81E-12,0.031722252,0.001434671,0.581919943,7.86E-06
PLEKHM1,6.31E-38,1.46E-63,4.90E-77,4.06E-93,0.000348467,0.483024331,0.103834893
PLEKHM2,4.86E-05,1.23E-09,1.40E-11,7.16E-06,0.108478854,0.867237065,0.053390975
PLEKHM3,2.10E-23,7.35E-22,3.43E-21,5.99E-06,0.816390225,0.974398971,5.83E-06
PLEKHN1,0.507412492,0.789443014,0.889733878,0.04477984,0.767595824,0.975929573,0.084857472
PLEKHO1,0.000212105,3.26E-08,2.03E-14,6.57E-07,0.150992641,0.371308236,0.019611737
PLEKHO2,8.45E-07,1.91E-14,1.06E-10,1.21E-11,0.019091833,0.705542901,0.815180384
PLGLB1,1.04E-07,1.67E-11,1.14E-12,3.51E-13,0.22045521,0.92712191,0.927487161
PLGLB2,2.63E-07,9.39E-11,1.68E-11,1.44E-12,0.265677257,0.953571319,0.803520092
PLGRKT,0.027947435,0.092873665,0.029082459,0.05297904,0.717862783,0.911186309,0.866130784
PLIN1,0.355565436,0.075703373,0.260386675,0.862235876,0.506215239,0,0.416136437
PLIN2,0.002188425,0.134937153,0.0873768,0.002169404,0.213329167,0.96841527,3.86E-06
PLIN3,0.000102192,0.000593322,4.13E-06,0.341551862,0.762271558,0.727529304,6.94E-08
PLIN4,3.91E-08,7.84E-11,4.77E-15,3.86E-13,0.361500358,0.389390556,0.355013151
PLIN5,0.004575853,2.66E-05,8.96E-05,0.003788698,0.085051395,0,0.270859375
PLK1,0.198891196,1.49E-122,2.38E-113,8.14E-99,3.50E-144,0.668279113,0.064240352
PLK2,2.12E-06,5.86E-08,0.015276486,0.955282032,0.625869358,0.110547414,0.032012438
PLK3,0.032411188,3.22E-07,6.32E-08,4.66E-18,0.012049374,0.951113236,0.003657531
PLK4,1.20E-18,2.52E-52,1.83E-46,1.97E-55,5.47E-10,0.791993008,0.234219483
PLLP,0.004413331,0.000119845,7.66E-06,0.064868048,0.428134368,0.851717771,0.013593862
PLN,0.000663862,0.000907924,3.52E-05,0.000804828,0.952256201,0,0.374556508
PLOD1,1.50E-24,1.21E-39,2.53E-55,2.39E-49,0.005117965,0.173260404,0.438054204
PLOD2,0.071952691,0.020510985,0.075082559,0.000248813,0.659532054,0,0.0315434
PLOD3,0.307839673,2.37E-05,9.54E-10,1.20E-08,0.004657223,0.44081311,0.769301555
PLP2,0.925601299,0.260093734,0.181507232,0.365086152,0.314149629,0.968561011,0.757090702
PLPBP,5.97E-74,1.86E-73,6.25E-84,3.57E-50,0.963437408,0.660854893,1.55E-05
PLPP1,0.013796362,1.48E-07,4.32E-09,3.66E-17,0.015847863,0.882063026,0.021057239
PLPP2,0.581453904,0.27222505,0.6717711,0.49136616,0.142462947,0,0.832892874
PLPP5,9.51E-05,0.425614985,0.553311297,0.168676071,7.26E-06,0.968561011,0.063736118
PLPP6,1.06E-07,1.25E-13,1.19E-11,1.36E-22,0.079932656,0.872943134,0.005663387
PLPP7,0.905336297,0.803611173,0.947456907,0.476837511,0.77662919,0,0.494290187
PLPPR2,0.022864005,4.06E-05,8.03E-08,0.224352888,0.139558368,0.674195749,0.000112507
PLPPR3,0.00032784,0.000985856,5.68E-05,0.000102919,0.829612812,0,0.871112588
PLRG1,4.94E-46,5.02E-43,2.16E-40,1.05E-29,0.736975672,0.925199719,0.092408973
